Quote,Author
"The unification of a man and a woman for the continuation of humankind is a great and important deed for every individual, as well as for all mankind. You cannot do it as it pleases you, or as you like it. You have to do it in the way which was thought and set out by the wise and holy people who have lived before us.",Leo Tolstoy
"The deeds of a person become his life, become his fate. This is the law of our life.",Leo Tolstoy
"The Persians have such a fable: After death, a soul flew into the sky, and met a terrible woman, a dirty and horrible apparition, with festered sores discharging pus, who was going in the opposite direction. “What are you doing here?” asked the soul. “Who are you?” The terrible woman answered, “I am your deeds.”",Leo Tolstoy
"Your past deeds weigh heavily on the future direction of your life; but sometimes, you can change this direction through the effort of your spirit.",Leo Tolstoy
The condition of wisdom is purity; the consequence of wisdom is the peace of your soul.,Leo Tolstoy
A man who follows his wishes changes his attitude with time. Very soon he is not satisfied any more with the things he does.,Leo Tolstoy
A wise person never considers himself to be wise. And a person never considers himself wise when he has the image of God before him.,Leo Tolstoy
"Wisdom is limitless, and the closer you approach it, the more important it becomes for your life.",Leo Tolstoy
A person can always improve himself.,Leo Tolstoy
"Love brings people to unification. The universal intellect, which is the same for everyone, supports this unification.",Leo Tolstoy
Everything in this world is the manifestation of the divine intellect.,Leo Tolstoy
"All that we know, we know through the intellect. Those who do not believe, people who say that you should not follow your intellect, remind me of those who suggest that you turn down the only lantern which shows you the way into the darkness.",Leo Tolstoy
"Be filled with love for other people, including those who are unpleasant or hostile to you. A real trial to one’s love is to love your enemies.",Leo Tolstoy
"If you love your enemies, you will have no enemies.",Leo Tolstoy
"Every time you are abused by someone and feel animosity toward him, remember that all people are children of God. Regardless of whether this person is unpleasant to you, you should not stop loving him as your brother, because, as much as you are, he is God’s son.",Leo Tolstoy
