Quote,Author,Book Title
"“[Dean] “My dear fellow, who will let you?”[Roark] “That’s not the point. The point is, who will stop me?”",Ayn Rand,The Fountainhead
"“There are infinite numbers between 0 and 1. There's .1 and .12 and .112 and an infinite collection of others. Of course, there is a bigger infinite set of numbers between 0 and 2, or between 0 and a million. Some infinities are bigger than other infinities. A writer we used to like taught us that. There are days, many of them, when I resent the size of my unbounded set. I want more numbers than I'm likely to get, and God, I want more numbers for Augustus Waters than he got. But, Gus, my love, I cannot tell you how thankful I am for our little infinity. I wouldn't trade it for the world. You gave me a forever within the numbered days, and I'm grateful.”",John Green,The Fault in Our Stars
“Memories warm you up from the inside. But they also tear you apart.”,Haruki Murakami,Kafka on the Shore
"“The truth."" Dumbledore sighed. ""It is a beautiful and terrible thing, and should therefore be treated with great caution.”",J.K. Rowling,Harry Potter and the Sorcerer's Stone
“A lie can travel half way around the world while the truth is putting on its shoes.”,Mark Twain,
“Never tell the truth to people who are not worthy of it.”,Mark Twain,
"“Remember, if the time should come when you have to make a choice between what is right and what is easy, remember what happened to a boy who was good, and kind, and brave, because he strayed across the path of Lord Voldemort. Remember Cedric Diggory.”",J.K. Rowling,Harry Potter and the Goblet of Fire
“Knowing yourself is the beginning of all wisdom.”,Aristotle,
"“I love you as certain dark things are to be loved, in secret, between the shadow and the soul.”",Pablo Neruda,100 Love Sonnets
“Tis better to have loved and lostThan never to have loved at all.”,Alfred Lord Tennyson,In Memoriam
“Only the very weak-minded refuse to be influenced by literature and poetry.”,Cassandra Clare,Clockwork Angel
“It's the possibility of having a dream come true that makes life interesting.”,Paulo Coelho,The Alchemist
"“Just when you think it can't get any worse, it can. And just when you think it can't get any better, it can.”",Nicholas Sparks,At First Sight
"“It's so hard to forget pain, but it's even harder to remember sweetness. We have no scar to show for happiness. We learn so little from peace.”",Chuck Palahniuk,Diary
“Be nice to nerds. You may end up working for them. We all could.”,Charles J. Sykes,"Dumbing Down Our Kids: Why American Children Feel Good About Themselves But Can't Read, Write or Add"
“Perhaps one did not want to be loved so much as to be understood.”,George Orwell,1984
"“Be not afraid of greatness. Some are born great, some achieve greatness, and others have greatness thrust upon them.”",William Shakespeare,Twelfth Night
"“Do you remember me telling you we are practicing non-verbal spells, Potter?""""Yes,"" said Harry stiffly.""Yes, sir.""""There's no need to call me ""sir"" Professor.""The words had escaped him before he knew what he was saying.”",J.K. Rowling,Harry Potter and the Half-Blood Prince
"“What you're supposed to do when you don't like a thing is change it. If you can't change it, change the way you think about it. Don't complain.”",Maya Angelou,Wouldn't Take Nothing for My Journey Now
“The only true wisdom is in knowing you know nothing.”,Socrates,
“Happiness in intelligent people is the rarest thing I know.”,Ernest Hemingway,The Garden of Eden
“A day without laughter is a day wasted.”,Nicolas Chamfort,
"“He’s not perfect. You aren’t either, and the two of you will never be perfect. But if he can make you laugh at least once, causes you to think twice, and if he admits to being human and making mistakes, hold onto him and give him the most you can. He isn’t going to quote poetry, he’s not thinking about you every moment, but he will give you a part of him that he knows you could break. Don’t hurt him, don’t change him, and don’t expect for more than he can give. Don’t analyze. Smile when he makes you happy, yell when he makes you mad, and miss him when he’s not there. Love hard when there is love to be had. Because perfect guys don’t exist, but there’s always one guy that is perfect for you.”",Bob Marley,
“I must not fear. Fear is the mind-killer. Fear is the little-death that brings total obliteration. I will face my fear. I will permit it to pass over me and through me. And when it has gone past I will turn the inner eye to see its path. Where the fear has gone there will be nothing. Only I will remain.”,Frank Herbert,Dune
"“Yes: I am a dreamer. For a dreamer is one who can only find his way by moonlight, and his punishment is that he sees the dawn before the rest of the world.”",Oscar Wilde,The Critic As Artist: With Some Remarks on the Importance of Doing Nothing and Discussing Everything
"“A person's a person, no matter how small.”",Dr. Seuss,Horton Hears a Who!
"“Thomas Edison's last words were ""It's very beautiful over there"". I don't know where there is, but I believe it's somewhere, and I hope it's beautiful.”",John Green,Looking for Alaska
“You can never be overdressed or overeducated.”,Oscar Wilde,
"“I became insane, with long intervals of horrible sanity.”",Edgar Allan Poe,
"“When we honestly ask ourselves which person in our lives mean the most to us, we often find that it is those who, instead of giving advice, solutions, or cures, have chosen rather to share our pain and touch our wounds with a warm and tender hand. The friend who can be silent with us in a moment of despair or confusion, who can stay with us in an hour of grief and bereavement, who can tolerate not knowing, not curing, not healing and face with us the reality of our powerlessness, that is a friend who cares.”",Henri Nouwen,Out of Solitude: Three Meditations on the Christian Life
