Quote,Author,Book Title
Never tell the truth to people who are not worthy of it.,mark twain,
"Remember, if the time should come when you have to make a choice between what is right and what is easy, remember what happened to a boy who was good, and kind, and brave, because he strayed across the path of Lord Voldemort. Remember Cedric Diggory.",j.k. rowling,Harry Potter and the Goblet of Fire
Knowing yourself is the beginning of all wisdom.,aristotle,
"I love you as certain dark things are to be loved, 
in secret, between the shadow and the soul.",pablo neruda,100 Love Sonnets
"Tis better to have loved and lost
Than never to have loved at all.",alfred lord tennyson,In Memoriam
Only the very weak-minded refuse to be influenced by literature and poetry.,cassandra clare,Clockwork Angel
It's the possibility of having a dream come true that makes life interesting.,paulo coelho,The Alchemist
"Just when you think it can't get any worse, it can. And just when you think it can't get any better, it can.",nicholas sparks,At First Sight
"It's so hard to forget pain, but it's even harder to remember sweetness. We have no scar to show for happiness. We learn so little from peace.",chuck palahniuk,Diary
Be nice to nerds. You may end up working for them. We all could.,charles j. sykes,"Dumbing Down Our Kids: Why American Children Feel Good About Themselves But Can't Read, Write or Add"
Perhaps one did not want to be loved so much as to be understood.,george orwell,1984
"Be not afraid of greatness. Some are born great, some achieve greatness, and others have greatness thrust upon them.",william shakespeare,Twelfth Night
"Do you remember me telling you we are practicing non-verbal spells, Potter?""
""Yes,"" said Harry stiffly.
""Yes, sir.""
""There's no need to call me ""sir"" Professor.""
The words had escaped him before he knew what he was saying.",j.k. rowling,Harry Potter and the Half-Blood Prince
"What you're supposed to do when you don't like a thing is change it. If you can't change it, change the way you think about it. Don't complain.",maya angelou,Wouldn't Take Nothing for My Journey Now
The only true wisdom is in knowing you know nothing.,socrates,
Happiness in intelligent people is the rarest thing I know.,ernest hemingway,The Garden of Eden
A day without laughter is a day wasted.,nicolas chamfort,
"He’s not perfect. You aren’t either, and the two of you will never be perfect. But if he can make you laugh at least once, causes you to think twice, and if he admits to being human and making mistakes, hold onto him and give him the most you can. He isn’t going to quote poetry, he’s not thinking about you every moment, but he will give you a part of him that he knows you could break. Don’t hurt him, don’t change him, and don’t expect for more than he can give. Don’t analyze. Smile when he makes you happy, yell when he makes you mad, and miss him when he’s not there. Love hard when there is love to be had. Because perfect guys don’t exist, but there’s always one guy that is perfect for you.",bob marley,
I must not fear. Fear is the mind-killer. Fear is the little-death that brings total obliteration. I will face my fear. I will permit it to pass over me and through me. And when it has gone past I will turn the inner eye to see its path. Where the fear has gone there will be nothing. Only I will remain.,frank herbert,Dune
"Yes: I am a dreamer. For a dreamer is one who can only find his way by moonlight, and his punishment is that he sees the dawn before the rest of the world.",oscar wilde,The Critic As Artist: With Some Remarks on the Importance of Doing Nothing and Discussing Everything
"A person's a person, no matter how small.",dr. seuss,Horton Hears a Who!
"Thomas Edison's last words were ""It's very beautiful over there"". I don't know where there is, but I believe it's somewhere, and I hope it's beautiful.",john green,Looking for Alaska
You can never be overdressed or overeducated.,oscar wilde,
"I became insane, with long intervals of horrible sanity.",edgar allan poe,
"When we honestly ask ourselves which person in our lives mean the most to us, we often find that it is those who, instead of giving advice, solutions, or cures, have chosen rather to share our pain and touch our wounds with a warm and tender hand. The friend who can be silent with us in a moment of despair or confusion, who can stay with us in an hour of grief and bereavement, who can tolerate not knowing, not curing, not healing and face with us the reality of our powerlessness, that is a friend who cares.",henri nouwen,Out of Solitude: Three Meditations on the Christian Life
